INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182067486,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,E18,495,,18/08/2018 00:00,2018,8,Saturday,0,Part Two,WEST ST,42.26128526,-71.1215525,"(42.26128526, -71.12155250)"
I182067485,3114,Investigate Property,INVESTIGATE PROPERTY,B2,327,,23/08/2018 11:50,2018,8,Thursday,11,Part Three,MAGNOLIA ST,42.31258278,-71.07290449,"(42.31258278, -71.07290449)"
I182067484,3501,Missing Person Reported,MISSING PERSON,E13,916,,23/08/2018 11:15,2018,8,Thursday,11,Part Three,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
I182067483,301,Robbery,ROBBERY - STREET,C6,172,,23/08/2018 11:37,2018,8,Thursday,11,Part One,BRADSTON ST,42.332354,-71.07138696,"(42.33235400, -71.07138696)"
I182067482,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7, ,,23/08/2018 07:47,2018,8,Thursday,7,Part Three,,,,"(0.00000000, 0.00000000)"
I182067481,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B2,320,,22/08/2018 23:45,2018,8,Wednesday,23,Part Three,HOWLAND ST,42.31165937,-71.08424352,"(42.31165937, -71.08424352)"
I182067480,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,111,,18/08/2018 17:30,2018,8,Saturday,17,Part Two,WASHINGTON ST,42.35512339,-71.0608798,"(42.35512339, -71.06087980)"
I182067478,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,C6,177,,23/08/2018 11:15,2018,8,Thursday,11,Part Two,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I182067476,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B3,432,,23/08/2018 11:11,2018,8,Thursday,11,Part Three,LYFORD ST,42.28734054,-71.08323229,"(42.28734054, -71.08323229)"
I182067475,3410,Towed,TOWED MOTOR VEHICLE,C6,221,,23/08/2018 11:09,2018,8,Thursday,11,Part Three,E THIRD ST,42.33641698,-71.04033667,"(42.33641698, -71.04033667)"
I182067474,3410,Towed,TOWED MOTOR VEHICLE,D4,131,,23/08/2018 08:43,2018,8,Thursday,8,Part Three,MARLBOROUGH ST,42.35373104,-71.07548929,"(42.35373104, -71.07548929)"
I182067473,1402,Vandalism,VANDALISM,C11,355,,23/08/2018 11:06,2018,8,Thursday,11,Part Two,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)"
I182067472,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,244,,23/08/2018 04:30,2018,8,Thursday,4,Part One,MAYFIELD ST,42.31650496,-71.05803929,"(42.31650496, -71.05803929)"
I182067470,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,70,,23/08/2018 10:55,2018,8,Thursday,10,Part Two,PINCKNEY ST,42.35884764,-71.06828451,"(42.35884764, -71.06828451)"
I182067468,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,D14,792,,21/08/2018 09:42,2018,8,Tuesday,9,Part Two,KELTON ST,42.34731413,-71.13770456,"(42.34731413, -71.13770456)"
I182067467,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,462,,22/08/2018 18:00,2018,8,Wednesday,18,Part One,ROSSETER ST,42.30116123,-71.07284279,"(42.30116123, -71.07284279)"
I182067466,3410,Towed,TOWED MOTOR VEHICLE,D4,150,,23/08/2018 09:33,2018,8,Thursday,9,Part Three,CLARENDON ST,42.34547581,-71.07263936,"(42.34547581, -71.07263936)"
I182067465,3410,Towed,TOWED MOTOR VEHICLE,A1,79,,23/08/2018 08:39,2018,8,Thursday,8,Part Three,ENDICOTT ST,42.36656621,-71.05809013,"(42.36656621, -71.05809013)"
I182067464,1402,Vandalism,VANDALISM,E18,478,,22/08/2018 23:00,2018,8,Wednesday,23,Part Two,SEFTON ST,42.27024204,-71.10687003,"(42.27024204, -71.10687003)"
I182067464,3410,Towed,TOWED MOTOR VEHICLE,E18,478,,22/08/2018 23:00,2018,8,Wednesday,23,Part Three,SEFTON ST,42.27024204,-71.10687003,"(42.27024204, -71.10687003)"
I182067463,3301,Verbal Disputes,VERBAL DISPUTE,A1,68,,23/08/2018 08:32,2018,8,Thursday,8,Part Three,HANCOCK ST,42.36025385,-71.06447113,"(42.36025385, -71.06447113)"
I182067461,3410,Towed,TOWED MOTOR VEHICLE,D4,626,,23/08/2018 08:40,2018,8,Thursday,8,Part Three,QUEENSBERRY ST,42.3420038,-71.10011169,"(42.34200380, -71.10011169)"
I182067460,2647,Other,THREATS TO DO BODILY HARM,C11,336,,23/08/2018 10:35,2018,8,Thursday,10,Part Two,BOWDOIN ST,42.30573977,-71.06762362,"(42.30573977, -71.06762362)"
I182067459,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,C6,914,,23/08/2018 10:34,2018,8,Thursday,10,Part Three,OLD COLONY AVE,42.32557398,-71.0524813,"(42.32557398, -71.05248130)"
I182067458,3410,Towed,TOWED MOTOR VEHICLE,A1,70,,23/08/2018 08:17,2018,8,Thursday,8,Part Three,WILLOW ST,42.35786143,-71.068456,"(42.35786143, -71.06845600)"
I182067457,3115,Investigate Person,INVESTIGATE PERSON,C11,348,,23/08/2018 09:51,2018,8,Thursday,9,Part Three,DORCHESTER AVE,42.30396336,-71.05924636,"(42.30396336, -71.05924636)"
I182067456,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,E5,695,,23/08/2018 10:16,2018,8,Thursday,10,Part Three,CENTRE ST,42.28728494,-71.15306857,"(42.28728494, -71.15306857)"
I182067455,3410,Towed,TOWED MOTOR VEHICLE,B2,267,,23/08/2018 09:25,2018,8,Thursday,9,Part Three,FOREST ST,42.3255589,-71.07600982,"(42.32555890, -71.07600982)"
I182067454,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,B3,565,,23/08/2018 10:26,2018,8,Thursday,10,Part Three,SENATOR BOLLING CIR,42.28913147,-71.09293028,"(42.28913147, -71.09293028)"
I182067453,2610,Other,TRESPASSING,B2,288,,23/08/2018 09:35,2018,8,Thursday,9,Part Two,ROXBURY ST,42.32952036,-71.08530641,"(42.32952036, -71.08530641)"
I182067452,1402,Vandalism,VANDALISM,B2,268,,22/08/2018 20:00,2018,8,Wednesday,20,Part Two,ADAMS ST,42.32802058,-71.07716877,"(42.32802058, -71.07716877)"
I182067451,3115,Investigate Person,INVESTIGATE PERSON,A1,92,,23/08/2018 00:00,2018,8,Thursday,0,Part Three,CITY HALL PLZ,42.35972137,-71.0585236,"(42.35972137, -71.05852360)"
I182067451,2407,Disorderly Conduct,ANNOYING AND ACCOSTING,A1,92,,23/08/2018 00:00,2018,8,Thursday,0,Part Two,CITY HALL PLZ,42.35972137,-71.0585236,"(42.35972137, -71.05852360)"
I182067450,361,Robbery,ROBBERY - OTHER,C11,370,,23/08/2018 09:39,2018,8,Thursday,9,Part One,WILLIAM T MORRISSEY BLVD,42.29623685,-71.04853645,"(42.29623685, -71.04853645)"
I182067450,3125,Warrant Arrests,WARRANT ARREST,C11,370,,23/08/2018 09:39,2018,8,Thursday,9,Part Three,WILLIAM T MORRISSEY BLVD,42.29623685,-71.04853645,"(42.29623685, -71.04853645)"
I182067449,3410,Towed,TOWED MOTOR VEHICLE,C11,254,,23/08/2018 10:05,2018,8,Thursday,10,Part Three,SAVIN HILL AVE,42.31292775,-71.05662311,"(42.31292775, -71.05662311)"
I182067448,3114,Investigate Property,INVESTIGATE PROPERTY,D4,624,,23/08/2018 10:02,2018,8,Thursday,10,Part Three,YAWKEY WAY,42.3465382,-71.09880598,"(42.34653820, -71.09880598)"
I182067445,3410,Towed,TOWED MOTOR VEHICLE,B2,320,,23/08/2018 09:54,2018,8,Thursday,9,Part Three,GEORGIA ST,42.31039012,-71.0853021,"(42.31039012, -71.08530210)"
I182067443,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,437,,23/08/2018 08:30,2018,8,Thursday,8,Part Three,SOUTHERN AVE,42.29059917,-71.07332165,"(42.29059917, -71.07332165)"
I182067441,3115,Investigate Person,INVESTIGATE PERSON,E18,483,,23/08/2018 09:02,2018,8,Thursday,9,Part Three,HOLMFIELD AVE,42.26323769,-71.10035083,"(42.26323769, -71.10035083)"
I182067440,3115,Investigate Person,INVESTIGATE PERSON,E5,681,,23/08/2018 09:18,2018,8,Thursday,9,Part Three,WASHINGTON ST,42.28112225,-71.1338382,"(42.28112225, -71.13383820)"
I182067439,724,Auto Theft,AUTO THEFT,C11,345,,22/08/2018 19:30,2018,8,Wednesday,19,Part One,RIDGEWOOD ST,42.30209443,-71.06575183,"(42.30209443, -71.06575183)"
I182067438,1402,Vandalism,VANDALISM,B2,311,,23/08/2018 00:15,2018,8,Thursday,0,Part Two,CLIFFORD ST,42.31985444,-71.07972518,"(42.31985444, -71.07972518)"
I182067436,613,Larceny,LARCENY SHOPLIFTING,C11,403,,23/08/2018 09:17,2018,8,Thursday,9,Part One,WASHINGTON ST,42.27913786,-71.06970635,"(42.27913786, -71.06970635)"
I182067435,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,565,,23/08/2018 08:42,2018,8,Thursday,8,Part One,SENATOR BOLLING CIR,42.28913147,-71.09293028,"(42.28913147, -71.09293028)"
I182067435,3301,Verbal Disputes,VERBAL DISPUTE,B3,565,,23/08/2018 08:42,2018,8,Thursday,8,Part Three,SENATOR BOLLING CIR,42.28913147,-71.09293028,"(42.28913147, -71.09293028)"
I182067435,1402,Vandalism,VANDALISM,B3,565,,23/08/2018 08:42,2018,8,Thursday,8,Part Two,SENATOR BOLLING CIR,42.28913147,-71.09293028,"(42.28913147, -71.09293028)"
I182067435,2405,Disorderly Conduct,DISORDERLY CONDUCT,B3,565,,23/08/2018 08:42,2018,8,Thursday,8,Part Two,SENATOR BOLLING CIR,42.28913147,-71.09293028,"(42.28913147, -71.09293028)"
I182067435,2647,Other,THREATS TO DO BODILY HARM,B3,565,,23/08/2018 08:42,2018,8,Thursday,8,Part Two,SENATOR BOLLING CIR,42.28913147,-71.09293028,"(42.28913147, -71.09293028)"
I182067434,3301,Verbal Disputes,VERBAL DISPUTE,B2,318,,23/08/2018 08:20,2018,8,Thursday,8,Part Three,HUMBOLDT AVE,42.31024899,-71.0918393,"(42.31024899, -71.09183930)"
I182067432,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,A1,68,,23/08/2018 08:47,2018,8,Thursday,8,Part Three,CAMBRIDGE ST,42.36114269,-71.06455575,"(42.36114269, -71.06455575)"
I182067431,3410,Towed,TOWED MOTOR VEHICLE,C6,221,,23/08/2018 08:21,2018,8,Thursday,8,Part Three,E BROADWAY,42.33550576,-71.04291647,"(42.33550576, -71.04291647)"
I182067430,3201,Property Lost,PROPERTY - LOST,C11,365,,10/02/2018 08:00,2018,2,Saturday,8,Part Three,KING ST,42.29273124,-71.05886116,"(42.29273124, -71.05886116)"
I182067427,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,429,,23/08/2018 07:37,2018,8,Thursday,7,Part One,HARWOOD ST,42.2857651,-71.08763245,"(42.28576510, -71.08763245)"
I182067426,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E18, ,,23/08/2018 07:33,2018,8,Thursday,7,Part Three,HYDE PARK AVE,,,"(0.00000000, 0.00000000)"
I182067425,301,Robbery,ROBBERY - STREET,C11,394,,19/08/2018 21:30,2018,8,Sunday,21,Part One,BUSHNELL ST,42.28557915,-71.06358649,"(42.28557915, -71.06358649)"
I182067424,1402,Vandalism,VANDALISM,, ,,22/08/2018 22:40,2018,8,Wednesday,22,Part Two,TONAWANDA,-1,-1,"(-1.00000000, -1.00000000)"
I182067423,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,786,,22/08/2018 21:00,2018,8,Wednesday,21,Part One,EGREMONT RD,42.34115127,-71.14343417,"(42.34115127, -71.14343417)"
I182067423,1402,Vandalism,VANDALISM,D14,786,,22/08/2018 21:00,2018,8,Wednesday,21,Part Two,EGREMONT RD,42.34115127,-71.14343417,"(42.34115127, -71.14343417)"
I182067422,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,A1,79,,23/08/2018 07:14,2018,8,Thursday,7,Part Three,N WASHINGTON ST,42.36535919,-71.05837488,"(42.36535919, -71.05837488)"
I182067421,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,A1, ,,23/08/2018 07:06,2018,8,Thursday,7,Part Three,MEDFORD ST,,,"(0.00000000, 0.00000000)"
I182067420,1402,Vandalism,VANDALISM,, ,,22/08/2018 17:30,2018,8,Wednesday,17,Part Two,TONAWANDA,-1,-1,"(-1.00000000, -1.00000000)"
I182067419,1402,Vandalism,VANDALISM,D14,792,,22/08/2018 19:00,2018,8,Wednesday,19,Part Two,COMMONWEALTH CT,42.34614027,-71.14003692,"(42.34614027, -71.14003692)"
I182067418,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E5,658,,23/08/2018 06:40,2018,8,Thursday,6,Part Three,CENTRE ST,42.29747929,-71.1314836,"(42.29747929, -71.13148360)"
I182067417,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,D14,778,,21/08/2018 12:30,2018,8,Tuesday,12,Part Three,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600, -71.15049850)"
I182067416,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A1,68,,23/08/2018 06:44,2018,8,Thursday,6,Part One,HANCOCK ST,42.36025385,-71.06447113,"(42.36025385, -71.06447113)"
I182067415,3115,Investigate Person,INVESTIGATE PERSON,B2,289,,23/08/2018 07:29,2018,8,Thursday,7,Part Three,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I182067414,3125,Warrant Arrests,WARRANT ARREST,B3,465,,23/08/2018 07:09,2018,8,Thursday,7,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I182067413,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,41,,23/08/2018 06:46,2018,8,Thursday,6,Part One,PROSPECT ST,42.37573623,-71.05813797,"(42.37573623, -71.05813797)"
I182067412,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,467,,23/08/2018 06:37,2018,8,Thursday,6,Part One,WELLINGTON HILL ST,42.28464725,-71.09473285,"(42.28464725, -71.09473285)"
I182067411,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14, ,,22/08/2018 16:00,2018,8,Wednesday,16,Part One,ALLSTON ST,,,"(0.00000000, 0.00000000)"
I182067410,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,127,,23/08/2018 06:28,2018,8,Thursday,6,Part Three,TREMONT ST,42.34868544,-71.06608848,"(42.34868544, -71.06608848)"
I182067410,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,A1,127,,23/08/2018 06:28,2018,8,Thursday,6,Part Three,TREMONT ST,42.34868544,-71.06608848,"(42.34868544, -71.06608848)"
I182067408,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,388,,23/08/2018 06:08,2018,8,Thursday,6,Part Three,GALLIVAN BLVD,42.28013508,-71.06512533,"(42.28013508, -71.06512533)"
I182067407,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C6,921,,22/08/2018 21:15,2018,8,Wednesday,21,Part One,COLUMBIA RD,42.33053276,-71.04140372,"(42.33053276, -71.04140372)"
I182067406,3125,Warrant Arrests,WARRANT ARREST,B3,421,,23/08/2018 06:00,2018,8,Thursday,6,Part Three,DELHI ST,42.27607035,-71.0896364,"(42.27607035, -71.08963640)"
I182067404,3125,Warrant Arrests,WARRANT ARREST,B3,465,,23/08/2018 04:00,2018,8,Thursday,4,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I182067403,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E18,485,,23/08/2018 05:19,2018,8,Thursday,5,Part Three,CATON ST,42.2653501,-71.10057377,"(42.26535010, -71.10057377)"
I182067402,3125,Warrant Arrests,WARRANT ARREST,B2,289,,23/08/2018 05:15,2018,8,Thursday,5,Part Three,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I182067401,3125,Warrant Arrests,WARRANT ARREST,B2,328,,23/08/2018 05:25,2018,8,Thursday,5,Part Three,INTERVALE ST,42.30942147,-71.07460029,"(42.30942147, -71.07460029)"
I182067400,3125,Warrant Arrests,WARRANT ARREST,B3,434,,23/08/2018 04:21,2018,8,Thursday,4,Part Three,STANTON ST,42.28411373,-71.07938717,"(42.28411373, -71.07938717)"
I182067399,3125,Warrant Arrests,WARRANT ARREST,B2,291,,23/08/2018 04:19,2018,8,Thursday,4,Part Three,HIGHLAND ST,42.32725736,-71.09274062,"(42.32725736, -71.09274062)"
I182067398,3125,Warrant Arrests,WARRANT ARREST,C11,257,,23/08/2018 04:17,2018,8,Thursday,4,Part Three,STOUGHTON ST,42.31581453,-71.0623369,"(42.31581453, -71.06233690)"
I182067397,3125,Warrant Arrests,WARRANT ARREST,A1,76,,23/08/2018 04:10,2018,8,Thursday,4,Part Three,CANAL ST,42.36489527,-71.06050249,"(42.36489527, -71.06050249)"
I182067396,3125,Warrant Arrests,WARRANT ARREST,B2,281,,23/08/2018 04:00,2018,8,Thursday,4,Part Three,WINTHROP ST,42.32617421,-71.08118336,"(42.32617421, -71.08118336)"
I182067395,3125,Warrant Arrests,WARRANT ARREST,E13,912,,23/08/2018 04:07,2018,8,Thursday,4,Part Three,HEATH ST,42.32513051,-71.09940815,"(42.32513051, -71.09940815)"
I182067394,3125,Warrant Arrests,WARRANT ARREST,B3,423,,23/08/2018 04:06,2018,8,Thursday,4,Part Three,NEWCROFT CIR,42.27188214,-71.08449404,"(42.27188214, -71.08449404)"
I182067392,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,652,,23/08/2018 03:25,2018,8,Thursday,3,Part Three,SOUTH ST,42.29984466,-71.11960943,"(42.29984466, -71.11960943)"
I182067390,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,E18,520,,23/08/2018 02:26,2018,8,Thursday,2,Part Three,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
I182067389,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,E18,520,,23/08/2018 03:35,2018,8,Thursday,3,Part Three,HYDE PARK AVE,42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
I182067388,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,C11,348,,23/08/2018 02:43,2018,8,Thursday,2,Part Two,DORCHESTER AVE,42.30600262,-71.0587872,"(42.30600262, -71.05878720)"
I182067388,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C11,348,,23/08/2018 02:43,2018,8,Thursday,2,Part Two,DORCHESTER AVE,42.30600262,-71.0587872,"(42.30600262, -71.05878720)"
I182067387,3301,Verbal Disputes,VERBAL DISPUTE,B3,426,,23/08/2018 02:40,2018,8,Thursday,2,Part Three,RIVER ST,42.26956689,-71.09075049,"(42.26956689, -71.09075049)"
I182067386,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,355,,23/08/2018 02:03,2018,8,Thursday,2,Part Three,PARK ST,42.29878438,-71.06011998,"(42.29878438, -71.06011998)"
I182067385,3114,Investigate Property,INVESTIGATE PROPERTY,B2,586,,23/08/2018 01:34,2018,8,Thursday,1,Part Three,PARKER ST,42.32855624,-71.09905446,"(42.32855624, -71.09905446)"
I182067384,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",E18,501,,23/08/2018 02:26,2018,8,Thursday,2,Part Two,MOUNT HOPE ST,42.28393145,-71.11733126,"(42.28393145, -71.11733126)"
I182067384,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,501,,23/08/2018 02:26,2018,8,Thursday,2,Part Two,MOUNT HOPE ST,42.28393145,-71.11733126,"(42.28393145, -71.11733126)"
I182067384,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,E18,501,,23/08/2018 02:26,2018,8,Thursday,2,Part Two,MOUNT HOPE ST,42.28393145,-71.11733126,"(42.28393145, -71.11733126)"
I182067383,3301,Verbal Disputes,VERBAL DISPUTE,B3,426,,23/08/2018 01:41,2018,8,Thursday,1,Part Three,RIVER ST,42.26956689,-71.09075049,"(42.26956689, -71.09075049)"
I182067382,2632,Evading Fare,EVADING FARE,B3,442,,23/08/2018 00:24,2018,8,Thursday,0,Part Two,BERNARD ST,42.29379747,-71.08002891,"(42.29379747, -71.08002891)"
I182067381,1402,Vandalism,VANDALISM,D14,811,,23/08/2018 02:13,2018,8,Thursday,2,Part Two,WESTFORD ST,42.36194242,-71.13385673,"(42.36194242, -71.13385673)"
I182067379,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,D4,624,,23/08/2018 00:31,2018,8,Thursday,0,Part Three,YAWKEY WAY,42.3465382,-71.09880598,"(42.34653820, -71.09880598)"
I182067377,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B2, ,,23/08/2018 01:34,2018,8,Thursday,1,Part Two,ELM HILL AVE,,,"(0.00000000, 0.00000000)"
I182067376,3301,Verbal Disputes,VERBAL DISPUTE,C11,395,,23/08/2018 01:08,2018,8,Thursday,1,Part Three,GALLIVAN BLVD,42.28032991,-71.06444831,"(42.28032991, -71.06444831)"
I182067374,3115,Investigate Person,INVESTIGATE PERSON,C11,359,,23/08/2018 00:15,2018,8,Thursday,0,Part Three,ALPHA RD,42.29581546,-71.06884734,"(42.29581546, -71.06884734)"
I182067373,3115,Investigate Person,INVESTIGATE PERSON,A7,12,,23/08/2018 00:11,2018,8,Thursday,0,Part Three,BENNINGTON ST,42.38512136,-71.01150101,"(42.38512136, -71.01150101)"
I182067372,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,319,,23/08/2018 00:05,2018,8,Thursday,0,Part Three,WAYNE ST,42.3072423,-71.08551704,"(42.30724230, -71.08551704)"
I182067371,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,D4,145,,23/08/2018 00:27,2018,8,Thursday,0,Part One,W NEWTON ST,42.34451294,-71.08049717,"(42.34451294, -71.08049717)"
I182067370,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,564,,23/08/2018 00:18,2018,8,Thursday,0,Part Three,COLGATE RD,42.29329385,-71.12083787,"(42.29329385, -71.12083787)"
I182067369,2647,Other,THREATS TO DO BODILY HARM,B2,297,,19/08/2018 10:00,2018,8,Sunday,10,Part Two,SAINT RICHARD ST,42.32318974,-71.08356389,"(42.32318974, -71.08356389)"
I182067366,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A15, ,,23/08/2018 00:07,2018,8,Thursday,0,Part Three,MAIN ST,,,"(0.00000000, 0.00000000)"
I182067364,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,171,,18/08/2018 08:00,2018,8,Saturday,8,Part Three,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)"
I182067363,3301,Verbal Disputes,VERBAL DISPUTE,B3,447,,22/08/2018 23:24,2018,8,Wednesday,23,Part Three,MILLET ST,42.29528529,-71.07740522,"(42.29528529, -71.07740522)"
I182067361,3115,Investigate Person,INVESTIGATE PERSON,D14,791,,22/08/2018 22:58,2018,8,Wednesday,22,Part Three,CITY VIEW RD,42.34359659,-71.13828701,"(42.34359659, -71.13828701)"
I182067359,3115,Investigate Person,INVESTIGATE PERSON,E5,681,,22/08/2018 23:17,2018,8,Wednesday,23,Part Three,DURNELL AVE,42.28544298,-71.13676974,"(42.28544298, -71.13676974)"
I182067358,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,282,,22/08/2018 22:55,2018,8,Wednesday,22,Part Three,WARREN ST,42.32832226,-71.08321495,"(42.32832226, -71.08321495)"
I182067357,3301,Verbal Disputes,VERBAL DISPUTE,E18,502,,22/08/2018 23:04,2018,8,Wednesday,23,Part Three,HYDE PARK AVE,42.285945,-71.1187065,"(42.28594500, -71.11870650)"
I182067356,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,626,,22/08/2018 22:30,2018,8,Wednesday,22,Part Three,JERSEY ST,42.34369048,-71.09739817,"(42.34369048, -71.09739817)"
I182067355,3410,Towed,TOWED MOTOR VEHICLE,C11,246,,22/08/2018 21:54,2018,8,Wednesday,21,Part Three,ROMSEY ST,42.31619008,-71.05587937,"(42.31619008, -71.05587937)"
I182067353,2610,Other,TRESPASSING,B3,427,,22/08/2018 18:20,2018,8,Wednesday,18,Part Two,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I182067352,2610,Other,TRESPASSING,A1,113,,22/08/2018 22:21,2018,8,Wednesday,22,Part Two,BEDFORD ST,42.35335427,-71.05986564,"(42.35335427, -71.05986564)"
I182067351,1402,Vandalism,VANDALISM,B2,266,,22/08/2018 22:21,2018,8,Wednesday,22,Part Two,WINTHROP ST,42.32506222,-71.0789508,"(42.32506222, -71.07895080)"
I182067350,3301,Verbal Disputes,VERBAL DISPUTE,E18,480,,22/08/2018 19:06,2018,8,Wednesday,19,Part Three,HARMON ST,42.26950369,-71.10228582,"(42.26950369, -71.10228582)"
I182067347,3115,Investigate Person,INVESTIGATE PERSON,B3,476,,22/08/2018 19:49,2018,8,Wednesday,19,Part Three,CUMMINS HWY,42.2686423,-71.095655,"(42.26864230, -71.09565500)"
I182067346,619,Larceny,LARCENY ALL OTHERS,D4,134,,22/08/2018 21:34,2018,8,Wednesday,21,Part One,DARTMOUTH ST,42.35029374,-71.07744671,"(42.35029374, -71.07744671)"
I182067345,1402,Vandalism,VANDALISM,B3,463,,22/08/2018 22:23,2018,8,Wednesday,22,Part Two,AMERICAN LEGION HWY,42.29749595,-71.08962441,"(42.29749595, -71.08962441)"
I182067344,3114,Investigate Property,INVESTIGATE PROPERTY,D14,801,,22/08/2018 21:53,2018,8,Wednesday,21,Part Three,HIGHGATE ST,42.35511273,-71.1316983,"(42.35511273, -71.13169830)"
I182067342,804,Simple Assault,STALKING,A1,111,,22/08/2018 19:00,2018,8,Wednesday,19,Part Two,WEST ST,42.35500441,-71.06300728,"(42.35500441, -71.06300728)"
I182067341,3301,Verbal Disputes,VERBAL DISPUTE,C11,462,,22/08/2018 21:26,2018,8,Wednesday,21,Part Three,MALLON RD,42.30229282,-71.07511457,"(42.30229282, -71.07511457)"
I182067340,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,B2,309,,22/08/2018 12:00,2018,8,Wednesday,12,Part Two,HUMBOLDT AVE,42.32026165,-71.08600267,"(42.32026165, -71.08600267)"
